Prob(nonchurn=0),Prob(churn=1)
0.428462833166,0.571537137032
0.10837174207,0.891628265381
0.203161776066,0.796838223934
0.118321038783,0.881678938866
0.0483635887504,0.951636433601
0.0565957538784,0.943404257298
0.802626311779,0.197373658419
0.0464130453765,0.953586935997
0.0994247496128,0.90057528019
0.0479332096875,0.952066779137
0.226466298103,0.773533701897
0.0801547840238,0.919845223427
0.771569013596,0.228430971503
0.0493110716343,0.950688958168
0.0924128144979,0.907587170601
0.0652675703168,0.934732437134
0.441917419434,0.558082580566
0.444641798735,0.555358231068
0.0752875208855,0.924712479115
0.14133001864,0.858669996262
0.113416530192,0.886583447456
0.0228679440916,0.977132081985
0.125912323594,0.874087691307
0.0836251378059,0.916374862194
0.0376773662865,0.96232265234
0.0538951009512,0.946104884148
0.145906358957,0.854093670845
0.0574947223067,0.942505300045
0.0500884540379,0.949911534786
0.0416405946016,0.9583594203
0.0556834675372,0.944316506386
0.411242336035,0.588757634163
0.059019587934,0.940980434418
0.184058755636,0.815941274166
0.295697927475,0.704302072525
0.0228004995733,0.977199494839
0.151149526238,0.848850488663
0.211676508188,0.788323462009
0.0850442945957,0.914955675602
0.120183162391,0.879816830158
0.0435560122132,0.956443965435
0.123725749552,0.876274228096
0.0373572260141,0.962642788887
0.122447125614,0.877552866936
0.7587672472,0.241232767701
0.106456875801,0.893543124199
0.121205292642,0.87879472971
0.0504345148802,0.949565470219
0.0254797991365,0.974520206451
0.0429757572711,0.957024216652
0.058736871928,0.941263139248
0.205543398857,0.794456601143
0.108762800694,0.891237199306
0.421551913023,0.578448116779
0.0257978625596,0.974202156067
0.0629076063633,0.937092423439
0.0819668397307,0.918033182621
0.140193790197,0.859806239605
0.121393568814,0.878606438637
0.0556713566184,0.944328665733
0.0223381407559,0.977661848068
0.265754371881,0.734245598316
0.0479423701763,0.952057659626
0.360500812531,0.639499187469
0.188598170877,0.811401844025
0.0473769940436,0.952623009682
0.0752875208855,0.924712479115
0.10144367069,0.898556351662
0.688531637192,0.311468392611
0.0757908374071,0.924209177494
0.0589294098318,0.941070616245
0.113368168473,0.886631846428
0.239949762821,0.760050237179
0.0702370479703,0.92976295948
0.135239243507,0.864760756493
0.27889341116,0.72110658884
0.0500286333263,0.94997137785
0.382329404354,0.617670595646
0.0967122986913,0.903287708759
0.0231935549527,0.976806461811
0.143222242594,0.856777727604
0.308017015457,0.691982984543
0.0729779228568,0.927022099495
0.0234734583646,0.976526558399
0.0258815996349,0.974118411541
0.104847893119,0.89515209198
0.43210297823,0.56789702177
0.0705545321107,0.929445445538
0.023552024737,0.976447999477
0.0817622691393,0.918237745762
0.398241192102,0.6017588377
0.0771322101355,0.922867774963
0.0484893769026,0.951510608196
0.0488659143448,0.951134085655
0.0830823853612,0.916917622089
0.14698202908,0.853017985821
0.172672837973,0.827327132225
0.0257197059691,0.974280297756
0.183502435684,0.816497564316
0.0889960676432,0.911003947258
0.071390144527,0.928609848022
0.0940163508058,0.905983626842
0.273024052382,0.726975977421
0.127182021737,0.872817993164
0.0969636663795,0.903036355972
0.086263269186,0.913736701012
0.691771447659,0.308228582144
0.0449449941516,0.955054998398
0.267266541719,0.732733488083
0.457936197519,0.542063832283
0.0477422364056,0.952257752419
0.067055977881,0.932943999767
0.0467221438885,0.953277826309
0.0776687413454,0.922331273556
0.543086469173,0.456913560629
0.0973583981395,0.90264159441
0.506166696548,0.493833333254
0.120063118637,0.879936873913
0.121183462441,0.87881654501
0.0826478600502,0.91735213995
0.062340401113,0.937659621239
0.0993161126971,0.900683879852
0.0777546018362,0.922245383263
0.514007627964,0.485992372036
0.0470181331038,0.952981889248
0.0629448220134,0.937055170536
0.143967211246,0.856032788754
0.0511223711073,0.948877632618
0.290826380253,0.709173619747
0.042118947953,0.957881033421
0.0838213115931,0.916178703308
0.0494877249002,0.950512290001
0.0767538100481,0.923246204853
0.0511005558074,0.948899447918
0.042117446661,0.957882523537
0.114131569862,0.885868430138
0.0238591358066,0.976140856743
0.165699616075,0.834300398827
0.0491331256926,0.950866878033
0.050041358918,0.949958622456
0.0376985520124,0.962301433086
0.0890004634857,0.910999536514
0.0832516998053,0.916748285294
0.0681836679578,0.931816339493
0.0727293938398,0.927270591259
0.694065988064,0.305934011936
0.047091551125,0.952908456326
0.0608459897339,0.939154028893
0.0818149745464,0.918184995651
0.0963353142142,0.903664708138
0.114549815655,0.885450184345
0.0879833847284,0.912016630173
0.0808436349034,0.919156372547
0.0763576850295,0.923642337322
0.0458410866559,0.954158902168
0.0763155594468,0.923684418201
0.105804987252,0.894195020199
0.0969636663795,0.903036355972
0.18888245523,0.811117529869
0.0220754556358,0.977924525738
0.0941206365824,0.905879378319
0.182991653681,0.817008376122
0.0539554320276,0.946044564247
0.378529578447,0.621470451355
0.119738146663,0.880261838436
0.0817032083869,0.918296813965
0.466077059507,0.533922970295
0.0940096899867,0.905990302563
0.0229565277696,0.977043449879
0.106123887002,0.893876135349
0.0756842419505,0.924315750599
0.251018226147,0.748981773853
0.0834724977612,0.916527509689
0.142198592424,0.857801437378
0.0495441406965,0.950455844402
0.15357132256,0.846428692341
0.25522595644,0.74477404356
0.0219760276377,0.978023946285
0.0729172229767,0.927082777023
0.046104170382,0.953895807266
0.0221671387553,0.977832853794
0.111811734736,0.888188242912
0.292862564325,0.707137465477
0.192746967077,0.80725300312
0.0456392355263,0.9543607831
0.172152727842,0.827847242355
0.0257862694561,0.974213719368
